,ItemID,sentiment,SentimentSource,text
748915,748931,1,Sentiment140,@DJTGUTTA ..Akeelahz Bee meant nothing to you lol  I know you can hear me LAUGHING lol )
1560714,1560730,0,Sentiment140,"Was lookin fwd to seeing Angels &amp; Demons this weekend,reviews seem decent,will have to wait until 29th "
880889,880905,0,Sentiment140,"I'm getting excited that Korea is closer, but a little sad to leave home too "
1438613,1438629,0,Sentiment140,I feel really bad right now... 
364096,364109,1,Sentiment140,@mileycyrus follow Britney 
1467035,1467051,1,Sentiment140,"is going to see Muse in November. not got tickets, but i am going, no matter what it takes... "
1293516,1293532,0,Sentiment140,waiting for my daddy... but he's taking forever. forever and a day. i wanna finish my room. 
1412332,1412348,0,Sentiment140,Good Morning Twitter World....Who will make me smile today 
744209,744225,0,Sentiment140,@discomaulvi yar agr sab change kar leen gay to twitter samghay ga spamming ho rahi hai like iran elec.... ki tarha  what u say
1362748,1362764,1,Sentiment140,@zetab I hope so too 
32395,32408,1,Sentiment140,"@aliceatthedisco ahhhh, cool, my sisters out buying it now  xD"
778371,778387,1,Sentiment140,got to have some shut-eye... 
1376273,1376289,1,Sentiment140,Awuh. Derek bought me flowers and reeses pieces...  yay for not being a deadbeat and thank you for thinking about me... 
645755,645771,1,Sentiment140,"Despite my random lack of energy, I am *really* happy right now "
237775,237788,0,Sentiment140,@JUNEYBUG84 PLEASE HOLD WHILE I CHECK.::::::::::::ELEVATOR MUSIC:::::::::::: No he aint here...  how did yall like the elevator music?
201211,201224,1,Sentiment140,@ImInLoveWithMJ i see thanks! cool! 
1059321,1059337,1,Sentiment140,@mikebailey01 Do you want Susan Boyle to win? It seems like the whole world is rooting for her. 
642039,642055,0,Sentiment140,"@Beq Tried both FF and Chrome. I used to have a Talkshoe app, but it just updated and sent me to the website. Very disappointed "
1077649,1077665,0,Sentiment140,my classmates and i took a geometry test today. i think i failed it 
443893,443906,1,Sentiment140,"@taylorswift13 I did! &amp;I know your secret, you do coke! You're cuuuuuute "
94505,94518,1,Sentiment140,"@BeautySchooled Haha! Hey missy!  So, I KNOW I need to schedule an appointment but me u &amp; @anikakai need to go get dranks! LOL!"
1116796,1116812,0,Sentiment140,@NikkiStixx @valentinamia omg you guys will know when I'm getting nasty!!  My head hurts 
395231,395244,1,Sentiment140,"@rheerdink Yes, well I'm updating the songs on it, not the iPod itself (that's already the latest Nano indeed) "
1260482,1260498,1,Sentiment140,watching yes man! 
1179721,1179737,1,Sentiment140,Right!  Nothing like that.
877346,877362,0,Sentiment140,"@Jenny_Stuart  i have to go learn spanish  and do loadds of homework, its crap (n)"
1398160,1398176,0,Sentiment140,"Eugh, just seen a huge spider running about &amp; had to kill it with my shoe... I HATE spiders... &amp; crawlies that come out in humid weather "
1396204,1396220,0,Sentiment140,"dunkin's coffee , kudu breakfast , and the mode still baaaaaad "
1537757,1537773,0,Sentiment140,Starting a crazy day of errands with a pedi... My preferred girl is working on someone two chairs away 
395903,395916,0,Sentiment140,@neilhimself Yea - the loss of that column is pretty annoying. My DM are gone too 
885314,885330,1,Sentiment140,I'm Happy  .. You never do that anymore.
752007,752023,1,Sentiment140,"Hey thanks for the add. If you get a minute, check out my site @ http://websitedotws.ws Making people happy since 1999  Craig Drew /  ..."
1284570,1284586,1,Sentiment140,today has been great! 
768991,769007,1,Sentiment140,Hey Andrew- use your GPS 
910287,910303,1,Sentiment140,I want a pair!!  #gimmefailwhale
894192,894208,0,Sentiment140,@JohnnyJonas just my luck. i'm NEVER gonna see her.. ever 
819263,819279,1,Sentiment140,"i had an amazing 3 nights at michael's house  back to work tomorrow, ugh, not really looking forward to that..."
746782,746798,0,Sentiment140,getting &quot;on&quot; twitter..... but need new blackberry to use well 
1430857,1430873,1,Sentiment140,http://twitpic.com/5f9jv - @jabry &amp; @ cosleia THANK YOU BOTH for the MOST AWESOME grad present!! 
1121439,1121455,1,Sentiment140,ohhh i'm having a barbeque today! wanna come?! it's so nice here in Scotland today woohoo ! 
268301,268314,0,Sentiment140,"@KTF2009 It's Father's Day.   And I KNOW that I won't get anythin from my boys. They're too you to do it themselves, and their moms won't."
1303683,1303699,1,Sentiment140,watching mall cop and eating ice cream with my familiaaa 
669966,669982,1,Sentiment140,flying to stockholm for a few days with beate  #fb
849815,849831,0,Sentiment140,I miss Criselda Marin! 
821144,821160,0,Sentiment140,@hardylove158 Not really.  Sore throat and stuff.
1024070,1024086,1,Sentiment140,@macappgem very impressed with your bio page. keep up the good work 
420265,420278,0,Sentiment140,"@sirahsirah mmm, same here, weekends never long enough  you watchin BB too later?"
765465,765481,1,Sentiment140,Good morning ppl shout outz to my new followers and thanx for the love  lol
1540277,1540293,1,Sentiment140,Sucking down coffee. Couldn't sleep well last night. Happy Monday to all 
273791,273804,1,Sentiment140,@Lisa_Nova it was awesome meeting you tonite  thanks for being so nice!!
1188569,1188585,1,Sentiment140,Seeking internal clarity and the eternal verities: BRB. 
1020217,1020233,0,Sentiment140,@LunaTriste: I'm not getting any device updates either... my cell is very quiet 
1236474,1236490,1,Sentiment140,up and so in a good mood today!  it's gonna be a great day 
231251,231264,1,Sentiment140,@Jon_Favreau Neither can I. 
1377280,1377296,0,Sentiment140,back from #skaterhockey. Crazy Old Bears 8 @_chiefs Reloaded 2. 6 goals against us in the last 20 mins 
414412,414425,1,Sentiment140,"@sharybobbins Actually, thanks for the reminder *writes bacon on shopping list* Sunday breadkfast isn't the same without it "
111431,111444,0,Sentiment140,"@brandybord OOOOOOOOOOH WOODCHUCK CIDER!   ok now i miss the states. haha sad reason to though, hmm."
691522,691538,0,Sentiment140,"Don't you hate when you dream a brilliant idea, wake up, forget? Today I remembered! Not so brilliant after all... "
573383,573399,1,Sentiment140,@aerohead: Is that also in Chinatown? We went to China Pearl with our dad 
654071,654087,0,Sentiment140,expressio study-o est exclusion funnio 
1197012,1197028,0,Sentiment140,"sitting at work, I keep telling myself 30 more minutes, in hopes it will make time go by faster... not so much  Entertain me?"
1085088,1085104,0,Sentiment140,"Need to get some signs printed for  a telephone number to go on our 4 sale sign, printing shop this morning wasnt interested "
1348972,1348988,0,Sentiment140,"Yes, I'm up at daft o'clock again. Still haven't been paid "
809869,809885,1,Sentiment140,"@gfalcone601 get one, and a Newfoundland! "
1202901,1202917,0,Sentiment140,@SammieSmee  Not good at all. How come it's been cancelled? x
1219981,1219997,0,Sentiment140,so sickkk  and mr noodles doesn't do shiat. 
1393287,1393303,1,Sentiment140,"Disappointed for Everton, but still - the sun is shining! "
305737,305750,0,Sentiment140,@mfudolig i honestly sent like 25 and they were all funny  btw lets makeout p1nay-5ouljah
1260975,1260991,0,Sentiment140,This whole iPhone business is making me crazy!!! Have to go back to the Apple store 
166233,166246,1,Sentiment140,@funkymc No but everyone I know already applied for it. 
1078120,1078136,0,Sentiment140,My shoulder is causing me pain 
379327,379340,0,Sentiment140,@PMSing247 mine still doesn't work 
1242067,1242083,0,Sentiment140,supposedly drew berrymore and the mac guy were at bonnaroo.   I am sad that I didn't get to see them.
802202,802218,0,Sentiment140,has finished college  bring on the summer though!
324954,324967,0,Sentiment140,@ladylani23 soooo the movie was okae lol not one of my favorite disney movies.. and i love disney movies 
1248566,1248582,1,Sentiment140,"@southwestboaz really??? im going to have to review notes from our twits, youve said a lot. some i find hard to believe "
598730,598746,0,Sentiment140,"bah ... heading to work ... again  but ... its the last time this week xD next week is prom, but im so totally dont wear a dress ..."
1232534,1232550,1,Sentiment140,"Star Trek in IMAX  with Kojikun, seastar, Brian, and George."
582256,582272,1,Sentiment140,"According to weather reports... England is currently hotter and sunnier than Los Angeles, Sydney, Hong Kong, Rio, Rome and Istanbul "
1343201,1343217,0,Sentiment140,wishes she was at tyson's party 
121581,121594,0,Sentiment140,"@denymyradio well, I'm sorry to hear that "
709649,709665,0,Sentiment140,Got some sleep but my phone getting emails woke me up 
1042546,1042562,1,Sentiment140,"@mattigee However, I think the more appropriate question is whether or not I could imagine having a husband. "
718002,718018,1,Sentiment140,feels like eating cookies and cream ice cream on a cold night like tonight 
716437,716453,1,Sentiment140,@Dameunited haha.  they're all grains!  some say its the best food for man   the most complete source of nutrition.
1435486,1435502,0,Sentiment140,"I can fall asleep relatively well but can't /stay/ asleep, end up waking up every 30 minutes...what do I do?? "
1258140,1258156,1,Sentiment140,This is Awesome! Lady gaga with David Archuleta  That's cool! http://bit.ly/gbBcR
1068245,1068261,0,Sentiment140,My grandfather is losing it I think. He thinks his roomate has been replaced by an axe murderer who is trying to steal his gold. 
69485,69498,1,Sentiment140,@BradWollack Both shows here I come! See you then! 
490901,490914,1,Sentiment140,@sims you found the link 
1335835,1335851,1,Sentiment140,WOOO! Just met Draco Mafroy (Tom Felton) and Andy From The Goonies 
103490,103503,0,Sentiment140,@damn_que_mala i'll take the rain for $200 please lol. This humidity down here will kill ya 
1322619,1322635,1,Sentiment140,Why aren the kardashians the most entertaining people on twitter along with the Disney girls 
221452,221465,0,Sentiment140,"@jenwhyy I caved  you win. I'm glad we didn't bet money... Fuck, actually, did we?"
1558202,1558218,0,Sentiment140,VERY upset that I didn't get to go to the show tonight...came home early because I didn't want to drive in rain all day tomorrow 
545411,545427,0,Sentiment140,"@VenetianBlond damn, I'm doing Somewhere Men Are Laughing @ Odd Duck til June 9th "
1436480,1436496,1,Sentiment140,I caught a dragonfly on my finger on the boat in the middle of the lake before we went tubing. 
1035994,1036010,1,Sentiment140,@markhallCC Hope Snow White and Cinderella can sleep through Daddy's magical car horn. 
884044,884060,0,Sentiment140,"I'm gonna say it, because I don't wanna lie. I NEED YOU and that's the real true. "
150744,150757,0,Sentiment140,@empress8814 Someone. You don't know. The guy I like commented on her Facebook. I'm jealous he's friends with her. 
168110,168123,1,Sentiment140,@gamy oh well 
1292062,1292078,0,Sentiment140,Work tomorrow  boo you whore
64283,64296,1,Sentiment140,@binnsy  Thnx  Will take into consideration (runs to garage to see how many different types of acid we still have)
1290753,1290769,0,Sentiment140,"Uuh bed , tomorrow's final school show FML. "
1115241,1115257,1,Kaggle,oh and i loved the da vinci code.
1257590,1257606,0,Sentiment140,This headache is incredible... Ouch 
191467,191480,1,Sentiment140,@Hyacinths4 not too shabby 
1051254,1051270,0,Sentiment140,Lost my buddy sammy 2day ... Very sad day indeed!  
781963,781979,0,Sentiment140,How do i change my damn picture  i keep uploading it but its retarded
440734,440747,0,Sentiment140,"@snobscrilla @singingwhoa OMG SO JEALOUS, YOU'VE SEEN JONAS! "
85304,85317,1,Sentiment140,@Cebu777 aww cool! hahaha Sheepz. baka magka identity crisis aso mo ah! hahaha 
187502,187515,1,Sentiment140,@emmyrossum Dont know the origin of word &quot;Twitter&quot; but please RE if you find out  (secretly hoping it has nothing to do with 'twit'..)
197939,197952,0,Sentiment140,"@ikle_pattikins it was $45, then I bid $65 .. soo it went up to $51. ugh it's going to be over $100+ easily "
1007752,1007768,0,Sentiment140,Morning why do u come so soon  ughhhh. God is great and greatly to be praised!!!!
637267,637283,0,Sentiment140,Bored shitless... Smithton is too cold atm 
1158259,1158275,1,Sentiment140,sosoos tired. another day at work 
208758,208771,1,Sentiment140,"@jack_daniel HA! Well, I read them "
396302,396315,0,Sentiment140,@neogigo - YES!!  I just haven't been on my PS3 lately   FAIL ON ME!!
1414386,1414402,1,Sentiment140,got back home and can't sleep again 
549088,549104,1,Sentiment140,@WalkingOnClouds @MrDarkey Would you two do me the honour of Private Messaging me your shipping addresses. Posters coming your way. 
1007598,1007614,0,Sentiment140,morning twities! beautiful day so can head for la right now. just heard of an event. so mad! missed out on quality time 
141842,141855,1,Sentiment140,"@egillhardar: Sure thing! Just let me know, I'd love to take a peak "
1047711,1047727,1,Sentiment140,"@mdillow seriously blocked me from following him...wow, that's harsh, what'd I do to him?  It's ok!  "
970476,970492,0,Sentiment140,kinda sad I'm not in Boston at LeakyCon right now 
633798,633814,1,Sentiment140,crankin the kellie pickler music up while sitting in the car and singing along. making me feel lots better 
674423,674439,1,Sentiment140,@caitlindsmith that works for me our plan of world domination 
1330383,1330399,0,Sentiment140,wishes he would stop getting anxious for no reason. 
1550672,1550688,0,Sentiment140,To watch Titanic is sad enough but to know it is based on a true story and over 1500 people died - there are no words. 
140281,140294,0,Sentiment140,@Ecgric it'd be nice  i have an old house with no storm shutters ;_; i want some
197809,197822,0,Sentiment140,@ijustine I'd be in the US I'd already got one 
1535439,1535455,0,Sentiment140,"Some people annoy me ssoooo much. Last night was so long, I'm so tired "
642638,642654,0,Sentiment140,@biancavalentim that's really early!!  
109688,109701,0,Sentiment140,@DatKidSpade oh darn. I hv an xbox 360. But it doesn't work any more. 
1399382,1399398,1,Sentiment140,Extending maternity leave - my blogopinion  http://bit.ly/J97qN
152355,152368,1,Sentiment140,@ERisbayDSA lol....yeah...i think u would like some California sun now 
991975,991991,0,Sentiment140,Lunch nearly over  but is only 3 hours til home time then I am out of the door wonder what tunes will be on the wonder years today?
1472393,1472409,0,Sentiment140,Is working at home today 'cos the wife is a bit poorly 
1395700,1395716,1,Sentiment140,drinking champagne with my familly 
674630,674646,1,Sentiment140,@CaliLewis Why? Because the memory of the quake was so fresh? 
341448,341461,1,Sentiment140,"@NathanFillion  Weather has been glorious for the past few days, but it's temperamental, so plan for the worst, hope for the best! "
1532791,1532807,0,Sentiment140,"so after skating around, most of us were taking shots on the net. my slapshots just aren't clicking  drills started with circles,"
72387,72400,1,Sentiment140,@AngelicaHektor i'm pretty good just getting ready doe school... 3 more days  miss you tones
1042619,1042635,1,Sentiment140,@mattmetzger @jeffhook can spend a day in my chair anytime he wants 
611371,611387,1,Sentiment140,Class time . . . Maybe I'll get some more pictures with George . . . 
572819,572835,1,Sentiment140,and now xena smells good and look gorgeous again 
1475514,1475530,1,Sentiment140,"its so hard for me to sleep, im gonna start working out tomorrow "
399326,399339,0,Sentiment140,@rogerfedder you're not the only one in trouble good luck 
62638,62651,1,Sentiment140,"@Blazex3 i'm bored, too. yeees. school on monday. but i've just one week left. and then..13 years of school r done. "
19989,20002,1,Sentiment140,@ outside in the sun 
1007265,1007281,0,Sentiment140,Morning everyone. I just lost my job. What now??? 
1385738,1385754,1,Sentiment140,Can't wait for the MTV Movie awards. 
951927,951943,1,Sentiment140,@kimyrite yay!! you'll get the job 
1375050,1375066,0,Sentiment140,at work  7am is to early.  work schedule next week is horrible! uh.later
1567252,1567268,0,Sentiment140,"When I say I am EXTREMELY concerned about my leg, I'm not fucking about....not hommerton again!? "
1235552,1235568,1,Sentiment140,Thanks for all your help Kathleen  love you. Niiiight &lt;3
164743,164756,1,Sentiment140,@fuckimtwitting haha i was thinking of long and blonde. 
1103836,1103852,0,Sentiment140,"@natahshapriya  yah that sucks...i'm so broke right now, the recession is real, haaaa..."
1338791,1338807,0,Sentiment140,@violentlyserene oh vomit 
1510199,1510215,1,Sentiment140,Off to see the Offspring tonight! 
74642,74655,0,Sentiment140,@Cari_tx I see you finished the James Patterson book. I didn't get any reading in last night 
671690,671706,1,Sentiment140,Free DVD? Y thank you xtra vision 
147642,147655,1,Sentiment140,"@ellyhart Just spoke with here, yes it is expensive but you do get some of it back with you tax return at the end of the year. "
681410,681426,1,Sentiment140,@ceggs Good morning.  It's raining cats and dogs here but I'm doing #shareasmilesunday   to cheer us up
123831,123844,0,Sentiment140,@cbgb0426 stomach flu  def getting better but still weak as hell. I keep getting dizzy. Trying to eat &amp; drink as much as I can
1029393,1029409,0,Sentiment140,Just woke up. No new text messages this morning. 
958201,958217,1,Sentiment140,@Kristal_Bailey where??  congrats!
287704,287717,1,Sentiment140,"@Maddie_14 if your music sounds like paramore, AND demi lovato, then i need to hear it soon! "
1378474,1378490,0,Sentiment140,bad day ! 
628516,628532,1,Sentiment140,Derby Day Challenge - keep racehorses from slaughter http://bit.ly/derby-day-thanks to @ChezChevaux for their work. 
1402569,1402585,0,Sentiment140,"Finished 12 out the money in the $55 1 A+R on stars, played far too aggressive trying to build monster stack approaching bubble  x x"
9377,9390,0,Sentiment140,"&quot;I suspect those poor BlackBerry users are seriously gonna have to eat their hearts out, hah ;)&quot; Eeeeyerrr. I kena say by Dawnkey "
33178,33191,1,Sentiment140,@AIESEC_DelhiUni @aiesecjaipur08 match with DT TN (HIV/AIDS) in LC UI TN-In-ID-UI-2009-1347 &amp; TN-In-ID-UI-2009-1349!!! DM Me 
678316,678332,0,Sentiment140,Fuck work. I just wanna sleep 
880376,880392,0,Sentiment140,Im eating chocolate for breakfast!? 
1529185,1529201,1,Sentiment140,"Seeing Wolverine with the bestie, victoria annnd her man "
367451,367464,1,Sentiment140,"@MileyDemSelena I have so many followers, because Miley replied to me, and they're following me "
293236,293249,0,Sentiment140,"@mariawinther Phooey, it's in New York. The Americans get all the best events "
110741,110754,1,Sentiment140,@daveingland AH! it did show up!  thank you dearly!!! i am very touched. 
876385,876401,0,Sentiment140,"i wanted to get a blue ray player this weekend with the money i saved, but the universe heard this and had the breaks go out in my car. "
1088993,1089009,1,Sentiment140,On the verge of calling for civil disobedience... 
715836,715852,0,Sentiment140,@cyjimmy Which uncle? 
636832,636848,0,Sentiment140,Bonnaroo was a blast. But I missed so many bands 
169548,169561,0,Sentiment140,@Gennifer3 @Atmos_Sphere @StacyDerosby Monday? I don't know yet but nothing earth shattering: we're coming back home 
1023390,1023406,1,Sentiment140,less than a week till britney 
371654,371667,0,Sentiment140,@missqorqeouss idk i just feel like i wass boutta have a breakdown .  bt i didnt ; just went to sleep .
119436,119449,0,Sentiment140,@caityfosho 
1240671,1240687,1,Sentiment140,URBAN OUTFITTERS!!!!  http://yfrog.com/5fgdaj
971625,971641,1,Sentiment140,it's time to go to gym 
1015854,1015870,1,Sentiment140,My darling child broke my phone AGAIN!! Praise Buddha that I have the warranty crap on it. Sprint is losing a bundle on me 
1350078,1350094,1,Sentiment140,"Yumm, chicken noodle soup "
1107483,1107499,1,Sentiment140,PMK4NW6PWKH6 @reply if you win 
87797,87810,1,Sentiment140,@ciaoamalfi not sure where it was but saw Philippe Gilbert take a win 
897811,897827,0,Sentiment140,I'm about to go out to a party. It sucks cuz I'm really sleepy and hungry. I don't wanna go 
887481,887497,0,Sentiment140,I love Fridays...short work day &amp; early start to my weekend! Altho my allergies are putting a damper on things today. 
865647,865663,0,Sentiment140,I think my team is gonna lose    Damn those Lakers and Kobe!
865421,865437,0,Sentiment140,i think i'm guna cry YouTube Sort it out 
162138,162151,0,Sentiment140,"@FollowMal Wow, those are simply devastating. "
188605,188618,1,Sentiment140,"@entertainelaine aw Thx, girl.  Sorry I didn't respond sooner!"
620714,620730,0,Sentiment140,back again and my knee hurts 
728372,728388,1,Sentiment140,hanging out with someone special 
551102,551118,0,Sentiment140,"44065 My best friend sometimes pretends to be gay with me for jokes, like many young guys, but I don't want to be for jokes... "
809474,809490,1,Sentiment140,@Gennefer Well I totally agree with that - More 'Personally Relevant' is my life's work - www.apml.org etc 
53982,53995,1,Sentiment140,"@aussie_ali  really?  i'm in greensborough, but prev bundoora.. "
839268,839284,1,Sentiment140,I like when the guys are able to help our internal customers !  
850003,850019,0,Sentiment140,I miss my baby  I wish someone could come take care of me. D:
1208437,1208453,0,Sentiment140,Sitting in the car trying to get onto Beck Rd. Graduation starts in a half hour and we are stuck in traffic. Rachel is freaking out 
686253,686269,0,Sentiment140,Fk! My gauges are gonna close. I lost them  
242025,242038,1,Sentiment140,"@howtobehuge that's bad karma. and david is QUITE legendary on both coasts for the diva fits and nastiness...enjoy your brunch, D! "
365617,365630,1,Sentiment140,@orangepopsongs DON'T DO IT DUDE! Never do Pop-eye's!!! It's starts out as a rational option...but it's never good in the end! 
1275716,1275732,1,Sentiment140,Trying to get someone to get Twitter 
586956,586972,0,Sentiment140,Ate all the kimchi bokumbop   And now there's no more kimchi in my house...or pickled radish 
19646,19659,0,Sentiment140,@_elphaba Sorry to hear that. Poor kitteh. 
968097,968113,0,Sentiment140,@kteharris  the second time...the first time I fell victim to the dreaded dysentery. 
847817,847833,1,Sentiment140,i an actually laughing at my own joke...  tee hee 
112265,112278,1,Sentiment140,@davidrankin Possibly 4.  
925677,925693,0,Sentiment140,"i'm with you @munchiie08 when did greg @juiceboxkidd and @ambestt start goin live, i wanted to see @ambestt jerk  i'm still a workin on it"
656972,656988,0,Sentiment140,chantelle's going to formula 1 nd leaving jess all alone - on saturday 
220416,220429,1,Sentiment140,"@JenRParsons Oh, that's cool! You would be tanning and all chill while I'm slaving away at my computer. I loathe you, but I love you too "
325766,325779,1,Sentiment140,"@momnoir Aw, that's adorable.   "
245701,245714,1,Sentiment140,@kbuczko I will have to keep that in mind! Thanks for the tip. He finally settled down and I think we're smooth sailing now. 
595286,595302,0,Sentiment140,"Back on I-35, didnt find a texas boyfriend at UT, "
418423,418436,1,Sentiment140,@siddharthkochar i didnt know u were on my list! here's a googly: how does a busy reporter get time to tweet? ;) nice to see u here tho 
511947,511960,0,Sentiment140,@zildjianette  aww I miss the good old days...I miss mcprayer and sneaking in the alleys to hide from your mom at 5am
490466,490479,1,Sentiment140,@TikytaSyarani that's good then! take care tjatjaaaaaa.. 
1047142,1047158,0,Sentiment140,@Mazi whats happening truly is shocking. not sure people power will overcome though 
532773,532786,1,Sentiment140,@Trevelyan_Panda Are you planning a Tesco run any time soon? 
291573,291586,1,Sentiment140,"@mango001 I left my husband. Major drama.  So, I'll be single for the summer tour "
1375192,1375208,0,Sentiment140,"At work today, I had more reasons to wash my hands than normal "
1186348,1186364,1,Sentiment140,"says have a beautiful day,everyone!  [phplurk.com] http://plurk.com/p/rn4l3"
649376,649392,1,Sentiment140,dinner at Lombardo's tonight with some very dear friends.  http://bit.ly/2DYRuM
775393,775409,1,Sentiment140,got internet on my phone so i can be cool 
1422794,1422810,0,Sentiment140,have practice at 8 everyday! im so worn out... where did my summer go? 
1177102,1177118,1,Sentiment140,"@redhotrobot O'man, 2 years open. That's awesome. Big congratulations to you guys. Hopefully we'll be there in two years. "
1457473,1457489,1,Sentiment140,I'm excited for my brother being back for the summer. 
1065430,1065446,0,Sentiment140,my computer refuses to start up  how awfully dependent on technology i am.
504908,504921,1,Sentiment140,@TCreativeBlogs Yes! But so addictive. 
518166,518179,0,Sentiment140,A day of meetings.... 
1331991,1332007,1,Sentiment140,@twsnell1984 2 months from now I'll be some where over the pacific. 
915448,915464,0,Sentiment140,Is in need of a full body massage. Carrying subwoofers hurts afterward  praying for a rained out showwww
296935,296948,0,Sentiment140,@mare_tweet02 http://twitpic.com/6cvd6 - Lucky! Here in my country is winter  but there is a crazy heat. haa
453177,453190,1,Sentiment140,@thepatbrown Glad you're home okay mate! 
787915,787931,0,Sentiment140,"@FantasyLTU hang tough , Ieva  millions hugs to you :*"
656727,656743,0,Sentiment140,Cause the person who has my bike won't answer me 
845140,845156,0,Sentiment140,"I am so annoyed this morning, my calling card screwed up and now i can't talk to my hubby, i am not a happy bunny "
161119,161132,0,Sentiment140,"@flynnboyant Yeah. Maybe he's given up hope.  Meh. He could go be an ex-army buddy of Casey's on Chuck, or a hunter on SPN."
1298941,1298957,0,Sentiment140,Wowww!!! I thought it was regular powder!!!! AHHHHH!!!! 
1000914,1000930,0,Sentiment140,Miss L. Walker and I are confused on how to ReTweet 
1241019,1241035,0,Sentiment140,Uriah faber is at arco and im missing it 
1115184,1115200,0,Sentiment140,Of course it's shitty out the day i'm gonna go kiyaking!! 
335801,335814,1,Sentiment140,@liberty_joy liblibliblib  having fun tonight?
1115049,1115065,1,Sentiment140,Officially done with confirmation! everything went well. next sunday we actually say the vows or whatever 
1476319,1476335,1,Sentiment140,i've cleaned up the house for my mummy  awwwww how gay. doug xx
177596,177609,0,Sentiment140,@gryffindorgal87 Sorry to hear abt that. 
1093125,1093141,1,Sentiment140,"@MSI http://twitpic.com/6ti9d - aww, yes, you really do have a lot in common with this moose. "
306521,306534,1,Sentiment140,@micahtc Hey Micah - glad to have set you off to also rant about WSJ and &quot;JIT&quot; with me 
257054,257067,1,Sentiment140,@JackAlexander09 i think my 2 is worse 
647452,647468,1,Sentiment140,@BJKeys girl u call me! We talk for free u kno  M2M
1422160,1422176,0,Sentiment140,"Hate that Wal-Mart doesn't hand the bags to you, just places them in bags on a turnstile so that u pay &amp; then forget to pick up all bags "
1194322,1194338,1,Sentiment140,@roxytweets YES AND WE ARE ALSO LOVELY! *chest bumps you* And we're...what else? Hmmm. JUST A RAY OF SUNSHINE! YES? LOL! 
645282,645298,0,Sentiment140,Dropped my favourite watch 
670478,670494,1,Sentiment140,For those not enjoying my choice please check out @ThorbenThobias some fantastic choices  ??????? http://blip.fm/~7shpy
1518287,1518303,1,Sentiment140,ordered the far fan edition 
1236690,1236706,1,Sentiment140,that blogging didn't happen ....  but let's see if i can get up early and do some sermon prep before work ... 
1554310,1554326,0,Sentiment140,TWITTER DOESN'T WORK ON MY PHONE AND IT MAKES ME SAD 
762567,762583,1,Sentiment140,going to take my bike for a ride 
1411432,1411448,1,Sentiment140,"Good beef, cooked to perfection of course, modesty rules  Got to go to see Lion, Witch &amp; Wardrobe in Park Street this p.m. Local Am Drams"
467374,467387,1,Sentiment140,"@trx0x - Clearly, that's a hypothetical situation.  Clearly. "
1177249,1177265,1,Sentiment140,@Reema226 Wish ya luck! 
1277274,1277290,1,Sentiment140,"tweet tweet sunday is finishing and the week is gonna be just great (positive thinkings, pollyanna) "
133514,133527,1,Sentiment140,@donttrythis cool and cute little animation... 
1426871,1426887,1,Sentiment140,hi. im at v's xD sitting in her bed and chatting with her 
354115,354128,1,Sentiment140,@NKOTB ahhhh I'll be leaving on my jet plane in about 9 hours...it can't come soon enough!! see u guys tonight 
859959,859975,1,Sentiment140,@jalenrose name your top 2 teams NOT to get the &quot;Chip&quot;  I got '95 Magic and '62 Lakers... Let me guess you got '00 Pacers as one 
869648,869664,0,Sentiment140,I hate having to say goodbye to such a great friend! Change is a-comin...its inevitable 
1414627,1414643,1,Sentiment140,Got me a mango Arizona ice tea and doughnuts for tomorrow! I'm all set 
1319417,1319433,1,Sentiment140,wasn't super-positive today but finally i'm smiling again  (colleagues at work say i'm smiling all the time i'm &quot;the village idiot&quot; lol)
1165659,1165675,0,Sentiment140,"Rain Rain go away, toes in NY want to come out and play...so many sandals sitting sadly in my closet while I wear my rainboots again "
39651,39664,0,Sentiment140,@AlyssaVowells she folloWs everyone but me 
1120722,1120738,1,Sentiment140,"Oh, good night people! "
49419,49432,0,Sentiment140,@Arkhangel yeah ofrecen wireless de 5MB.. that's why i'm interested. pero creo que solo son area metro 
614151,614167,1,Sentiment140,At my baby cousins graduation party. I love spending time with family! 
284360,284373,1,Sentiment140,@jonatanraziel i do love the shoes! thanks! 
387801,387814,1,Sentiment140,"@RantzHoseley @jhickman is right, it sounds pretty great. of these 3 fellas you said  I would go with Noto, his suits and women... style"
1417514,1417530,0,Sentiment140,"had a long night with my little man, he has a summer cold and I have an extreme case of exhaustion. "
1341142,1341158,0,Sentiment140,"Work, work and more work! "
1299423,1299439,1,Sentiment140,"@thedigitalghost Hrm...good marketing on their part, then. Even though I'd absolutely never buy any "
171989,172002,1,Sentiment140,@GingerHugs that can be arranged 
44329,44342,0,Sentiment140,@Ali_Sweeney I hate to ask this by why is HOPE so THIN? She looks beautiful but SICK. My husband even commented on it. 
22376,22389,0,Sentiment140,@_Miss_Mia_  just reminded me I forgot to remove my LM air freshener &amp; taxdisc holder when I sold my passat! Argh!!!!
1113951,1113967,0,Sentiment140,Now i want Amanita  ...someone made me feel unliving.
977290,977306,1,Sentiment140,is really getting into twitter 
507473,507486,1,Sentiment140,@yourknee lmao i dno y my bro rejects hot ppl i dnt understnd n evn if hes in a relationship be like me and just womanize everything haha 
882394,882410,0,Sentiment140,i hope i am doing the right thing *crosses fingers* 
733581,733597,0,Sentiment140,@dhofstet i don't know either!  I am going to cry now! T_T
711712,711728,1,Sentiment140,Graduation parties 
